Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,indicator,weight
Westmeadows,5/81 Raleigh St,3.0,h,525000.0,S,Stockdale,2017-01-18 00:11:00,16.5,3049.0,2.6159152075993553,1.4386798236201856,2.0,385.6,Hume City Council,-37.76911766950779,144.87928841034363,Northern Metropolitan,2474.0,1,0.6363636363636364
Attwood,40 Threadneedle St,4.0,h,840000.0,VB,Barry,2017-01-28 00:10:00,16.5,3049.0,4.0,2.0,2.0,600.0,Hume City Council,-37.67087,144.87814,Northern Metropolitan,1130.0,0,1.0
Attwood,3 Wilton Pl,4.0,h,714000.0,S,YPA,2017-01-28 00:10:00,16.5,3049.0,4.0,1.0,2.0,656.0,Hume City Council,-37.67373,144.89627,Northern Metropolitan,1130.0,0,1.0
Westmeadows,28 Hornsby Av,4.0,h,702000.0,S,YPA,2017-01-16 00:09:00,16.5,3049.0,4.0,2.0,2.0,558.6,Hume City Council,-37.67972,144.87564,Northern Metropolitan,2474.0,0,0.9545454545454546
Westmeadows,42 Pascoe St,4.0,h,791000.0,S,Barry,2017-01-30 00:09:00,16.5,3049.0,4.0,2.0,6.0,813.0,Hume City Council,-37.67631,144.89408999999998,Northern Metropolitan,2474.0,0,1.0
Attwood,22 The Crest,4.0,h,578000.0,S,Stockdale,2018-01-03 00:02:00,16.5,3049.0,4.0,2.0,2.0,565.2,Hume City Council,-37.67331,144.88902,Northern Metropolitan,1130.0,0,0.9545454545454546
Westmeadows,7 Gunn Ct,3.0,h,625000.0,S,Raine,2017-01-28 00:10:00,16.5,3049.0,3.0,1.0,2.0,385.6,Hume City Council,-37.67558,144.87311,Northern Metropolitan,2474.0,1,0.8636363636363636
Westmeadows,14 Devenish Ct,3.0,h,410000.0,VB,Barry,2017-01-08 00:07:00,16.5,3049.0,3.0,1.0,2.0,542.0,Hume City Council,-37.66948,144.90385,Northern Metropolitan,2474.0,0,1.0
Attwood,21 Threadneedle St,4.0,h,805000.0,PI,Barry,2018-01-24 00:02:00,16.5,3049.0,4.0,2.0,2.0,630.0,Hume City Council,-37.6712,144.87911,Northern Metropolitan,1130.0,0,1.0
Westmeadows,1/18 Riddell St,3.0,t,620000.0,S,Barry,2017-01-07 00:10:00,16.5,3049.0,3.8055008441385816,2.5006011985383134,2.0,385.6,Hume City Council,-37.894324088677806,145.04761705840826,Northern Metropolitan,2474.0,1,0.6363636363636364
Westmeadows,27 Eyre St,3.0,h,800000.0,S,YPA,2017-01-15 00:07:00,16.5,3049.0,3.0,2.0,2.0,898.0,Hume City Council,-37.67823,144.90001999999998,Northern Metropolitan,2474.0,0,1.0
Westmeadows,12 Walpa Ct,3.0,h,616000.0,S,Barry,2017-01-09 00:09:00,16.5,3049.0,3.0,1.0,3.0,681.0,Hume City Council,-37.67332,144.9022,Northern Metropolitan,2474.0,1,0.9090909090909091
Westmeadows,14 Parkhill Ct,2.0,h,560000.0,SP,YPA,2017-01-23 00:09:00,16.5,3049.0,2.0,2.0,2.0,424.0,Hume City Council,-37.67909,144.87524,Northern Metropolitan,2474.0,1,0.8636363636363636
Attwood,91 Stonebridge Wy,5.0,h,1025000.0,S,Stockdale,2017-01-01 00:07:00,16.5,3049.0,5.076415518813788,3.2163506258937486,2.0,758.6,Hume City Council,-37.8027156009223,144.90451850411887,Northern Metropolitan,1130.0,1,0.6363636363636364
Westmeadows,12 Thornleigh Pl,4.0,h,755000.0,S,YPA,2017-01-11 00:11:00,16.5,3049.0,4.0,2.0,2.0,563.0,Hume City Council,-37.6772,144.8741,Northern Metropolitan,2474.0,0,1.0
Westmeadows,2/4 Avion Pl,2.0,u,455000.0,SA,YPA,2017-01-23 00:09:00,16.5,3049.0,2.67749809043457,0.22078198065102767,2.0,435.40000000000003,Hume City Council,-37.79409320611777,145.21544344063443,Northern Metropolitan,2474.0,1,0.5909090909090908
Westmeadows,124 Raleigh St,5.0,h,560000.0,S,Raine,2017-01-27 00:05:00,16.5,3049.0,5.0,2.0,2.0,626.0,Hume City Council,-37.67688,144.88996,Northern Metropolitan,2474.0,1,0.9090909090909091
Westmeadows,20/84 Hillcrest Dr,3.0,t,500000.0,S,Barry,2017-01-27 00:05:00,16.5,3049.0,3.0,1.0,2.0,141.0,Hume City Council,-37.67941,144.8764,Northern Metropolitan,2474.0,1,0.9545454545454546
Westmeadows,32 Shadforth St,4.0,h,1100000.0,S,Jason,2018-01-03 00:03:00,16.5,3049.0,4.0,2.0,4.0,1273.0,Hume City Council,-37.67568,144.89700000000002,Northern Metropolitan,2474.0,1,0.9545454545454546
Westmeadows,14 Duncan Ct,4.0,h,675000.0,S,Barry,2017-01-08 00:07:00,16.5,3049.0,4.0,2.0,4.0,744.0,Hume City Council,-37.6815,144.87892,Northern Metropolitan,2474.0,1,0.9090909090909091
Westmeadows,3 Capri Ct,3.0,h,575000.0,S,YPA,2018-01-17 00:03:00,16.5,3049.0,3.0,1.0,0.0,555.0,Hume City Council,-37.68017,144.89853,Northern Metropolitan,2474.0,1,0.9090909090909091
Westmeadows,2/8 Forman St,4.0,u,689000.0,S,YPA,2018-01-24 00:02:00,16.5,3049.0,4.135253717902588,5.103746690985345,2.0,558.6,Hume City Council,-37.79496911936124,145.15942081450177,Northern Metropolitan,2474.0,1,0.6363636363636364
Westmeadows,35 Arnside Cr,4.0,h,675000.0,S,YPA,2018-01-24 00:02:00,16.5,3049.0,4.0,2.0,5.0,560.0,Hume City Council,-37.680890000000005,144.87403,Northern Metropolitan,2474.0,0,1.0
Attwood,2 Herod Pl,3.0,h,640000.0,SP,YPA,2017-01-09 00:09:00,16.5,3049.0,3.0,2.0,2.0,607.0,Hume City Council,-37.67379,144.89826000000002,Northern Metropolitan,1130.0,1,0.9090909090909091
Westmeadows,3/13 Riddell St,2.0,u,400000.0,SP,YPA,2017-01-03 00:09:00,16.5,3049.0,2.0,1.0,1.0,117.19999999999999,Hume City Council,-37.67837,144.8943,Northern Metropolitan,2474.0,0,0.9545454545454546
Westmeadows,8 Linga St,3.0,h,529500.0,S,YPA,2017-01-03 00:09:00,16.5,3049.0,3.0,1.0,2.0,385.6,Hume City Council,-37.67517,144.90036,Northern Metropolitan,2474.0,0,0.9545454545454546
Westmeadows,39 Arnside Cr,4.0,h,610000.0,S,YPA,2017-01-09 00:12:00,16.5,3049.0,4.0,2.0,2.0,546.0,Hume City Council,-37.68068,144.87375,Northern Metropolitan,2474.0,1,0.9090909090909091
Attwood,31 Stonebridge Wy,4.0,h,941000.0,S,Barry,2017-01-21 00:10:00,16.5,3049.0,4.0,2.0,2.0,760.0,Hume City Council,-37.67355,144.89234,Northern Metropolitan,1130.0,0,1.0
Westmeadows,26 Coghill St,3.0,h,578000.0,S,Jason,2017-01-01 00:07:00,16.5,3049.0,3.0,2.0,1.0,308.0,Hume City Council,-37.67485,144.88995,Northern Metropolitan,2474.0,1,0.9090909090909091
Attwood,18 Chisholm Av,5.0,h,665000.0,S,Brad,2017-01-14 00:10:00,16.5,3049.0,5.0,2.0,2.0,773.4,Hume City Council,-37.668890000000005,144.89639,Northern Metropolitan,1130.0,1,0.9090909090909091
Attwood,12 Chandos Pl,4.0,h,820000.0,VB,Barry,2017-01-09 00:12:00,16.5,3049.0,4.0,2.0,3.0,657.0,Hume City Council,-37.66884,144.88636,Northern Metropolitan,1130.0,0,1.0
Attwood,3 Willowbank Wy,4.0,h,915000.0,SP,Barry,2017-01-09 00:12:00,16.5,3049.0,4.0,2.0,2.0,704.0,Hume City Council,-37.67061,144.89095,Northern Metropolitan,1130.0,0,1.0
Westmeadows,8 Hesse Ct,3.0,h,547500.0,S,Jason,2017-01-11 00:11:00,16.5,3049.0,3.0,1.0,1.0,635.4,Hume City Council,-37.6706,144.9024,Northern Metropolitan,2474.0,0,0.9545454545454546
Westmeadows,215 Johnstone St,2.0,h,466000.0,S,Raine,2018-01-17 00:03:00,16.5,3049.0,2.0,1.0,1.0,243.0,Hume City Council,-37.67908,144.8971,Northern Metropolitan,2474.0,1,0.9090909090909091
Attwood,7 Wolfson Ct,4.0,h,1175000.0,S,Barry,2017-01-25 00:11:00,16.5,3049.0,3.3711598436718204,4.962273428864378,2.0,751.7999999999998,Hume City Council,-37.7827961129205,145.14313337825004,Northern Metropolitan,1130.0,1,0.6363636363636364
Westmeadows,285 Mickleham Rd,3.0,h,540000.0,SP,Barry,2017-01-03 00:06:00,16.5,3049.0,3.0,1.0,2.0,532.0,Hume City Council,-37.67949,144.88349,Northern Metropolitan,2474.0,0,1.0
Westmeadows,4 Pershore Ct,3.0,h,635000.0,S,Barry,2017-01-29 00:07:00,16.5,3049.0,3.0,2.0,1.0,691.0,Hume City Council,-37.68026,144.88468,Northern Metropolitan,2474.0,0,1.0
Westmeadows,43 Bamford Av,4.0,h,821000.0,S,YPA,2017-01-29 00:07:00,16.5,3049.0,4.0,3.0,2.0,544.0,Hume City Council,-37.67841,144.87923999999998,Northern Metropolitan,2474.0,0,0.9545454545454546
Westmeadows,192A Johnstone St,3.0,t,550000.0,S,YPA,2017-01-17 00:06:00,16.5,3049.0,2.137419157986685,0.09973276884652349,2.0,385.6,Hume City Council,-37.91405914244458,144.8707435307773,Northern Metropolitan,2474.0,1,0.6363636363636364
Westmeadows,8 Hyton Cl,3.0,h,620000.0,S,YPA,2017-01-14 00:10:00,16.5,3049.0,3.0,1.0,2.0,531.0,Hume City Council,-37.67978,144.87341999999998,Northern Metropolitan,2474.0,0,0.9545454545454546
Westmeadows,7 Forman St,4.0,h,760000.0,SP,YPA,2017-01-11 00:11:00,16.5,3049.0,4.0,2.0,2.0,565.0,Hume City Council,-37.6799,144.8901,Northern Metropolitan,2474.0,1,0.9090909090909091
Westmeadows,19 Bamford Av,4.0,h,595000.0,S,YPA,2018-01-17 00:03:00,16.5,3049.0,4.0,1.0,3.0,540.0,Hume City Council,-37.67889,144.88183,Northern Metropolitan,2474.0,1,0.9090909090909091
North Melbourne,2/100 Curzon St,2.0,t,888000.0,S,Jellis,2016-01-10 00:12:00,2.3,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.8016,144.9486,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,203/150 Peel St,2.0,u,598000.0,S,Alexkarbon,2016-01-27 00:11:00,2.3,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.8044,144.9566,Northern Metropolitan,6821.0,0,1.0
North Melbourne,15 Mary St,3.0,t,1065000.0,S,Alexkarbon,2016-01-28 00:05:00,2.3,3051.0,3.0,2.0,1.0,64.0,Melbourne City Council,-37.7994,144.9521,Northern Metropolitan,6821.0,1,0.9545454545454546
North Melbourne,2/101 Leveson St,2.0,h,950000.0,S,hockingstuart,2016-01-28 00:05:00,2.3,3051.0,2.0,2.0,1.0,0.0,Melbourne City Council,-37.802,144.951,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,60 Arden St,4.0,h,1475000.0,S,Jellis,2017-01-12 00:08:00,1.8,3051.0,4.0,2.0,1.0,137.0,Melbourne City Council,-37.80072,144.9496,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,16 Scotia St,3.0,h,1325000.0,S,Nelson,2016-01-10 00:12:00,2.3,3051.0,3.0,2.0,1.0,97.0,Melbourne City Council,-37.8014,144.94899999999998,Northern Metropolitan,6821.0,0,1.0
North Melbourne,107/33 Wreckyn St,1.0,u,368000.0,SP,Jellis,2016-01-10 00:12:00,2.3,3051.0,1.0,1.0,1.0,0.0,Melbourne City Council,-37.8,144.9542,Northern Metropolitan,6821.0,0,1.0
North Melbourne,183 Melrose St,2.0,h,850000.0,VB,Nelson,2017-01-09 00:12:00,1.8,3051.0,2.0,1.0,2.0,118.99999999999999,Melbourne City Council,-37.79058,144.94253,Northern Metropolitan,6821.0,0,0.9545454545454546
North Melbourne,19/49 Haines St,2.0,u,525000.0,PI,Woodards,2017-01-12 00:08:00,1.8,3051.0,2.0,1.0,1.0,1618.0,Melbourne City Council,-37.79878,144.94746999999998,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,407/64 MacAulay Rd,2.0,h,490000.0,SP,Alexkarbon,2018-01-17 00:02:00,1.8,3051.0,2.8618837334506795,1.7934360850894575,2.0,409.59999999999997,Melbourne City Council,-37.90169441061412,145.01457619844675,Northern Metropolitan,6821.0,1,0.5909090909090908
North Melbourne,6/80 Oshanassy St,2.0,u,500000.0,PI,Nelson,2018-01-17 00:02:00,1.8,3051.0,2.802078252912101,3.602620416454787,2.0,409.59999999999997,Melbourne City Council,-37.82054757671845,145.04423171876732,Northern Metropolitan,6821.0,1,0.6363636363636364
North Melbourne,406/1 Shiel St,2.0,u,600000.0,VB,Jellis,2017-01-16 00:09:00,1.8,3051.0,4.395375206149905,1.8134238326700882,2.0,409.59999999999997,Melbourne City Council,-37.80625536805069,145.09701537176934,Northern Metropolitan,6821.0,1,0.6363636363636364
North Melbourne,22 Melrose St,2.0,h,970000.0,S,JMRE,2017-01-03 00:06:00,1.8,3051.0,2.0,1.0,0.0,102.0,Melbourne City Council,-37.79489,144.94207,Northern Metropolitan,6821.0,0,1.0
North Melbourne,50/171 Flemington Rd,2.0,u,450000.0,VB,Jellis,2017-01-12 00:08:00,1.8,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.7955,144.94922,Northern Metropolitan,6821.0,1,0.9545454545454546
North Melbourne,15A Lothian St,3.0,t,1300000.0,S,Jellis,2017-01-11 00:02:00,2.3,3051.0,3.0,2.0,2.0,67.0,Melbourne City Council,-37.804,144.9441,Northern Metropolitan,6821.0,1,0.9545454545454546
North Melbourne,23/43 Haines St,2.0,u,450000.0,VB,W.B.,2016-01-12 00:11:00,2.3,3051.0,2.0,1.0,1.0,1588.0,Melbourne City Council,-37.7988,144.9478,Northern Metropolitan,6821.0,0,1.0
North Melbourne,12 Curzon St,2.0,h,885000.0,S,Jellis,2016-01-28 00:08:00,2.3,3051.0,2.0,1.0,1.0,111.0,Melbourne City Council,-37.8044,144.9481,Northern Metropolitan,6821.0,0,1.0
North Melbourne,11/19 Wood St,2.0,u,587134.0,SP,Woodards,2016-01-28 00:08:00,2.3,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.7976,144.9454,Northern Metropolitan,6821.0,0,1.0
North Melbourne,6 Shiel St,3.0,h,1385000.0,S,Nelson,2016-01-13 00:08:00,2.3,3051.0,3.0,2.0,0.0,118.0,Melbourne City Council,-37.7976,144.944,Northern Metropolitan,6821.0,0,1.0
North Melbourne,44 Byron St,2.0,h,990000.0,S,Nelson,2016-01-15 00:10:00,2.3,3051.0,2.0,2.0,1.0,584.0,Melbourne City Council,-37.8016,144.9508,Northern Metropolitan,6821.0,0,1.0
North Melbourne,115/150 Peel St,2.0,u,470000.0,VB,W.B.,2016-01-07 00:11:00,2.3,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.8044,144.9566,Northern Metropolitan,6821.0,0,1.0
North Melbourne,10 Canning St,4.0,h,2920000.0,S,Nelson,2016-01-03 00:09:00,2.3,3051.0,4.0,3.0,4.0,310.0,Melbourne City Council,-37.7958,144.944,Northern Metropolitan,6821.0,0,1.0
North Melbourne,90 Molesworth St,3.0,h,1635000.0,S,Nelson,2016-01-03 00:09:00,2.3,3051.0,2.0,1.0,0.0,517.0,Melbourne City Council,-37.7967,144.9472,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,208/150 Peel St,1.0,u,491000.0,SP,Nelson,2016-01-03 00:09:00,2.3,3051.0,1.0,1.0,1.0,0.0,Melbourne City Council,-37.8044,144.9566,Northern Metropolitan,6821.0,1,0.8636363636363636
North Melbourne,24/302 Abbotsford St,2.0,u,540000.0,S,Jellis,2016-01-03 00:12:00,2.3,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.7994,144.9464,Northern Metropolitan,6821.0,0,1.0
North Melbourne,1/315 Flemington Rd,1.0,u,340000.0,S,Brad,2016-01-03 00:12:00,2.3,3051.0,1.0,1.0,1.0,0.0,Melbourne City Council,-37.7916,144.9443,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,2/43 Haines St,2.0,u,470000.0,VB,W.B.,2016-01-07 00:11:00,2.3,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.7988,144.9478,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,110/171 Flemington Rd,2.0,u,550000.0,SP,Jellis,2016-01-07 00:11:00,2.3,3051.0,2.0,1.0,2.0,0.0,Melbourne City Council,-37.7955,144.9492,Northern Metropolitan,6821.0,0,1.0
North Melbourne,2/63 Brougham St,2.0,u,726000.0,S,Jellis,2017-01-04 00:03:00,2.3,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.7936,144.9426,Northern Metropolitan,6821.0,0,1.0
North Melbourne,8 Haines St,3.0,h,1340000.0,S,W.B.,2017-01-04 00:03:00,2.3,3051.0,3.0,1.0,0.0,83.0,Melbourne City Council,-37.7987,144.9497,Northern Metropolitan,6821.0,0,1.0
North Melbourne,70 Munster Tce,2.0,t,1105000.0,S,Jellis,2017-01-04 00:03:00,2.3,3051.0,2.0,2.0,1.0,88.0,Melbourne City Council,-37.8018,144.9429,Northern Metropolitan,6821.0,0,1.0
North Melbourne,19 Shands La,2.0,t,841000.0,S,Jellis,2017-01-04 00:03:00,2.3,3051.0,2.0,1.0,1.0,214.99999999999997,Melbourne City Council,-37.7953,144.9437,Northern Metropolitan,6821.0,1,0.9545454545454546
North Melbourne,64 Baillie St,2.0,t,1220000.0,S,Jellis,2017-01-19 00:08:00,1.8,3051.0,2.0,2.0,1.0,75.60000000000001,Melbourne City Council,-37.80116,144.94605,Northern Metropolitan,6821.0,0,0.9545454545454546
North Melbourne,12/25 Byron St,1.0,u,410000.0,VB,Jellis,2016-01-07 00:11:00,2.3,3051.0,1.0,1.0,1.0,1045.0,Melbourne City Council,-37.802,144.9516,Northern Metropolitan,6821.0,0,1.0
North Melbourne,319/350 Victoria St,2.0,u,645000.0,S,Nelson,2016-01-07 00:05:00,2.3,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.8055,144.9547,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,13/49 Haines St,2.0,u,475000.0,S,Jas,2016-01-08 00:10:00,2.3,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.7988,144.9475,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,4/175 Chetwynd St,2.0,u,720000.0,S,W.B.,2016-01-10 00:12:00,2.3,3051.0,2.0,2.0,1.0,0.0,Melbourne City Council,-37.8015,144.9526,Northern Metropolitan,6821.0,0,1.0
North Melbourne,1/150 Peel St,2.0,u,541000.0,S,Nelson,2017-01-15 00:07:00,1.8,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.8044,144.95657,Northern Metropolitan,6821.0,0,1.0
North Melbourne,304/394 Victoria St,2.0,h,1100000.0,SP,Alexkarbon,2018-01-24 00:02:00,1.8,3051.0,1.3286460913196378,3.1247346781353458,2.0,73.0,Melbourne City Council,-37.754098185414136,144.9439862165617,Northern Metropolitan,6821.0,1,0.5909090909090908
North Melbourne,186 Errol St,2.0,t,770000.0,VB,W.B.,2017-01-26 00:08:00,1.8,3051.0,2.0,2.0,0.0,69.6,Melbourne City Council,-37.80047,144.95033999999998,Northern Metropolitan,6821.0,0,0.9545454545454546
North Melbourne,9 Erskine St,2.0,h,1080000.0,S,Jellis,2017-01-26 00:08:00,1.8,3051.0,2.0,1.0,2.0,100.0,Melbourne City Council,-37.79524,144.94642,Northern Metropolitan,6821.0,0,0.9545454545454546
North Melbourne,8 Stedeford La,3.0,t,1425000.0,S,Jellis,2017-01-26 00:08:00,1.8,3051.0,3.0,2.0,1.0,127.6,Melbourne City Council,-37.80372,144.95201,Northern Metropolitan,6821.0,1,0.8636363636363636
North Melbourne,8/302 Abbotsford St,2.0,u,550000.0,S,Nelson,2017-01-01 00:07:00,1.8,3051.0,2.0,1.0,0.0,4563.0,Melbourne City Council,-37.79939,144.94635,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,187 Errol St,2.0,h,962000.0,S,Alexkarbon,2017-01-01 00:07:00,1.8,3051.0,2.0,1.0,0.0,91.0,Melbourne City Council,-37.80037,144.94981,Northern Metropolitan,6821.0,1,0.9545454545454546
North Melbourne,2E Princess St,2.0,t,936000.0,S,Jellis,2017-01-01 00:07:00,1.8,3051.0,2.0,1.0,0.0,0.0,Melbourne City Council,-37.80487,144.95705,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,6/8 Tyrone St,2.0,h,580000.0,VB,Alexkarbon,2017-01-01 00:07:00,1.8,3051.0,1.3696913077707125,0.8254941604413645,2.0,409.59999999999997,Melbourne City Council,-37.85733047520115,144.95803712183138,Northern Metropolitan,6821.0,1,0.5909090909090908
North Melbourne,1/49 Haines St,2.0,u,485000.0,S,W.B.,2017-01-18 00:11:00,1.8,3051.0,1.7344575024032647,4.522779831104389,2.0,409.59999999999997,Melbourne City Council,-37.92603342468103,145.1484231888278,Northern Metropolitan,6821.0,1,0.6363636363636364
North Melbourne,19/76 Haines St,2.0,u,552500.0,S,hockingstuart,2017-01-21 00:10:00,1.8,3051.0,3.979512930311617,2.766779314358364,2.0,409.59999999999997,Melbourne City Council,-37.78498083278566,144.868336886978,Northern Metropolitan,6821.0,1,0.6363636363636364
North Melbourne,5 Hardwicke St,2.0,h,516000.0,SP,Jellis,2017-01-23 00:09:00,1.8,3051.0,2.0,1.0,2.0,1044.0,Melbourne City Council,-37.7983,144.94687,Northern Metropolitan,6821.0,0,0.9545454545454546
North Melbourne,4/5 Cobden St,3.0,u,1287500.0,S,Alexkarbon,2017-01-23 00:09:00,1.8,3051.0,3.0,2.0,2.0,115.4,Melbourne City Council,-37.80553,144.95698000000002,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,319/68 Leveson St,2.0,u,691000.0,S,Alexkarbon,2018-01-03 00:03:00,1.8,3051.0,1.804478723372707,2.3758513201428664,2.0,53.0,Melbourne City Council,-37.67180859926554,145.0598963067032,Northern Metropolitan,6821.0,1,0.6363636363636364
North Melbourne,18/375 Abbotsford St,3.0,u,681000.0,S,JMRE,2017-01-29 00:07:00,1.8,3051.0,3.0,1.0,1.0,1843.0,Melbourne City Council,-37.79773,144.94611,Northern Metropolitan,6821.0,1,0.9545454545454546
North Melbourne,195 Peel St,2.0,h,1803000.0,SP,Alexkarbon,2017-01-29 00:07:00,1.8,3051.0,2.0,2.0,0.0,118.99999999999999,Melbourne City Council,-37.80304,144.95614,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,331 Flemington Rd,4.0,h,1330000.0,S,McDonald,2016-01-10 00:09:00,2.3,3051.0,3.0,2.0,1.0,246.0,Melbourne City Council,-37.7914,144.9439,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,6/55 Provost St,2.0,u,640000.0,S,MICM,2016-01-08 00:10:00,2.3,3051.0,2.0,2.0,1.0,0.0,Melbourne City Council,-37.802,144.9459,Northern Metropolitan,6821.0,0,1.0
North Melbourne,112/150 Peel St,2.0,u,620000.0,SP,Jellis,2018-01-03 00:03:00,1.8,3051.0,2.811113144572444,2.4094108510948735,2.0,409.59999999999997,Melbourne City Council,-37.6881678061226,145.078229953095,Northern Metropolitan,6821.0,1,0.6363636363636364
North Melbourne,13/201 Abbotsford St,2.0,t,755000.0,PI,Nelson,2017-01-29 00:04:00,2.3,3051.0,2.0,1.0,1.0,1537.0,Melbourne City Council,-37.88463357181609,145.06550746824013,Northern Metropolitan,6821.0,0,0.9090909090909091
North Melbourne,10 Munster Tce,3.0,t,1000000.0,VB,Nelson,2016-01-27 00:11:00,2.3,3051.0,3.0,2.0,1.0,61.0,Melbourne City Council,-37.8039,144.9424,Northern Metropolitan,6821.0,0,1.0
North Melbourne,2/85 Leveson St,2.0,u,610000.0,PI,Jellis,2017-01-07 00:10:00,1.8,3051.0,0.8896037021433812,2.1000355294411337,2.0,409.59999999999997,Melbourne City Council,-37.814056463905516,145.09742615387086,Northern Metropolitan,6821.0,1,0.6363636363636364
North Melbourne,11/51 Brougham St,2.0,u,570000.0,SP,JMRE,2017-01-07 00:10:00,1.8,3051.0,1.5637841150707898,4.176425842754613,2.0,409.59999999999997,Melbourne City Council,-37.847775795985164,145.07097642560106,Northern Metropolitan,6821.0,1,0.6363636363636364
North Melbourne,363 Dryburgh St,4.0,h,1746000.0,S,Jellis,2017-01-27 00:05:00,1.8,3051.0,4.0,2.0,0.0,149.0,Melbourne City Council,-37.79722,144.94423999999998,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,4/8 Falshaws La,2.0,u,799000.0,S,Jellis,2017-01-27 00:05:00,1.8,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.79999,144.94961,Northern Metropolitan,6821.0,0,1.0
North Melbourne,357 Flemington Rd,3.0,h,1285000.0,PI,J,2017-01-27 00:05:00,1.8,3051.0,3.0,1.0,1.0,170.0,Melbourne City Council,-37.79074,144.94324,Northern Metropolitan,6821.0,0,1.0
North Melbourne,18 Melrose St,2.0,h,1010000.0,S,Jellis,2016-01-19 00:11:00,2.3,3051.0,2.0,2.0,0.0,109.00000000000001,Melbourne City Council,-37.795,144.942,Northern Metropolitan,6821.0,0,1.0
North Melbourne,2/35 Little Baillie St,2.0,h,1470000.0,S,Nelson,2017-01-14 00:10:00,1.8,3051.0,1.4388884222685008,1.155478781481841,2.0,49.99999999999999,Melbourne City Council,-37.91600244577947,144.89573133107982,Northern Metropolitan,6821.0,1,0.6363636363636364
North Melbourne,306/68 Leveson St,2.0,u,620000.0,VB,Jellis,2017-01-08 00:07:00,1.8,3051.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.80272,144.95174,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,39/101 Leveson St,2.0,u,785000.0,S,Nelson,2017-01-08 00:07:00,1.8,3051.0,2.0,2.0,1.0,0.0,Melbourne City Council,-37.80202,144.95103999999998,Northern Metropolitan,6821.0,0,1.0
North Melbourne,8/201 Abbotsford St,2.0,t,1300000.0,VB,Nelson,2016-01-18 00:06:00,2.3,3051.0,2.0,2.0,1.0,0.0,Melbourne City Council,-37.8029,144.9452,Northern Metropolitan,6821.0,1,0.9090909090909091
North Melbourne,72 Curzon St,2.0,h,1126000.0,SP,Nelson,2017-01-27 00:05:00,1.8,3051.0,2.0,1.0,0.0,113.99999999999999,Melbourne City Council,-37.80248,144.94846,Northern Metropolitan,6821.0,0,1.0
North Melbourne,8 Baillie St,1.0,h,1000000.0,S,W.B.,2017-01-17 00:06:00,1.8,3051.0,1.0,1.0,0.0,133.0,Melbourne City Council,-37.80131,144.94753,Northern Metropolitan,6821.0,1,0.9090909090909091
